City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
472,Ponta Delgada,PT,37.7333,-25.6667,59.5,67,75,8.05,broken clouds
473,Iwaki,JP,37.05,140.8833,40.33,78,100,3.0,overcast clouds
474,Hailey,US,43.5196,-114.3153,40.89,62,0,4.61,clear sky
475,Khandyga,RU,62.6667,135.6,-36.0,98,88,2.08,overcast clouds
476,Raduzhnyy,RU,62.0961,77.475,-5.48,98,84,8.88,broken clouds
477,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,16.11,scattered clouds
478,Gornopravdinsk,RU,60.05,69.9,4.46,96,100,3.74,overcast clouds
479,Zhanaozen,KZ,43.3,52.8,26.98,86,53,7.74,broken clouds
480,Bettiah,IN,26.8,84.5,53.26,78,0,3.69,clear sky
481,Hede,CN,33.7681,120.2517,38.8,74,7,5.17,light rain
482,Portland,US,45.5234,-122.6762,64.33,50,100,1.01,overcast clouds
483,Atbasar,KZ,51.8,68.3333,9.95,96,100,8.5,overcast clouds
484,Verkhnevilyuysk,RU,63.4453,120.3167,-22.79,100,100,1.81,overcast clouds
485,Torzhok,RU,57.0436,34.9622,25.77,84,100,11.43,overcast clouds
486,Wawa,NG,9.9022,4.4192,80.76,21,9,5.28,clear sky
487,Henties Bay,NA,-22.116,14.2845,72.86,86,60,3.94,light rain
488,Souillac,MU,-20.5167,57.5167,81.36,89,40,9.22,light rain
489,Zagare,LT,56.3592,23.25,32.76,77,100,12.88,overcast clouds
490,Ust-Omchug,RU,61.15,149.6333,-25.24,95,62,4.41,broken clouds
491,Jiuquan,CN,39.7432,98.5174,23.63,59,100,4.12,overcast clouds
492,Iralaya,HN,15.0,-83.2333,76.53,82,5,10.09,clear sky
493,Union,US,40.6334,-74.2663,31.32,76,100,8.05,overcast clouds
494,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.83,97,98,2.35,moderate rain
495,Christchurch,NZ,-43.5333,172.6333,62.94,74,100,11.5,overcast clouds
496,Douglas,US,41.3,-96.167,30.88,41,0,9.22,clear sky
497,Banda Aceh,ID,5.5577,95.3222,77.63,77,30,6.11,scattered clouds
498,Wilmington,US,34.2257,-77.9447,49.95,81,100,3.44,overcast clouds
499,Bhimunipatnam,IN,17.8833,83.4333,63.91,66,8,4.54,clear sky
500,Pathein,MM,16.7833,94.7333,60.93,78,54,3.96,broken clouds
501,Timbiqui,CO,2.7717,-77.6654,74.3,92,100,0.69,light rain
502,Constitucion,CL,-35.3333,-72.4167,60.48,88,57,5.48,broken clouds
503,Huty,UA,50.1332,35.3439,24.1,85,9,7.31,clear sky
504,Malakal,SS,9.5334,31.6605,79.21,16,9,8.57,clear sky
505,Panjab,AF,34.388,67.0233,16.88,96,100,3.67,overcast clouds
506,Bouca,CF,6.5105,18.2733,73.74,23,100,1.45,overcast clouds
507,Bad Bevensen,DE,53.0833,10.5833,45.05,67,100,13.33,overcast clouds
508,Santa Rosa,PH,14.3122,121.1114,79.11,81,74,7.61,broken clouds
509,Katsuura,JP,35.1333,140.3,42.12,74,100,26.84,overcast clouds
510,Santa Lucia,ES,27.9117,-15.5407,56.52,68,20,13.8,few clouds
511,Manokwari,ID,-0.8667,134.0833,81.32,69,100,3.83,overcast clouds
512,Yaan,NG,7.3833,8.5667,81.21,13,98,2.89,overcast clouds
513,Sawtell,AU,-30.3833,153.1,72.19,85,100,14.97,overcast clouds
514,San Patricio,US,28.017,-97.5169,63.28,32,30,2.15,scattered clouds
515,Kabalo,CD,-6.05,26.9167,69.31,95,100,2.91,overcast clouds
516,Rawson,AR,-43.3002,-65.1023,77.95,27,1,21.81,clear sky
517,Medicine Hat,CA,50.0501,-110.6683,44.22,45,94,1.01,overcast clouds
518,Ahuimanu,US,21.4447,-157.8378,82.11,52,20,14.97,few clouds
519,San Policarpo,PH,12.1791,125.5072,79.88,77,98,12.57,overcast clouds
520,Sarangani,PH,5.4033,125.4636,81.45,73,100,19.13,overcast clouds
521,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,51,0,12.66,clear sky
522,Tiznit,MA,29.5833,-9.5,53.87,52,0,3.47,clear sky
523,Boulsa,BF,12.6675,-0.5758,75.6,12,5,9.42,clear sky
524,Samdrup Jongkhar,BT,26.9167,91.6167,47.14,54,0,5.82,clear sky
525,Srednekolymsk,RU,67.45,153.6833,-28.14,97,22,6.15,few clouds
526,Cedar City,US,37.6775,-113.0619,59.97,13,0,0.0,clear sky
527,Sibu,MY,2.3,111.8167,75.51,100,40,0.0,scattered clouds
528,Dauphin,CA,51.1494,-100.0502,-7.46,77,0,6.91,clear sky
529,Gimli,CA,50.6336,-96.9907,0.12,96,100,7.78,overcast clouds
530,Sembakung,ID,3.8167,117.25,78.73,92,94,1.88,overcast clouds
531,Tsiroanomandidy,MG,-18.7667,46.0333,69.22,88,57,4.9,broken clouds
532,La Ronge,CA,55.1001,-105.2842,14.25,73,75,6.91,broken clouds
533,Kingman,US,35.1894,-114.053,73.11,6,0,8.05,clear sky
534,Liuzhou,CN,24.3126,109.3892,42.89,86,0,5.06,clear sky
535,Puerto Leguizamo,CO,-0.1934,-74.7819,73.92,94,98,3.47,moderate rain
536,Saint-Marc,HT,19.1082,-72.6938,78.89,73,4,6.29,clear sky
537,Vanavara,RU,60.34,102.2797,-24.05,99,27,4.79,scattered clouds
538,Uige,AO,-7.6087,15.0613,66.33,99,100,1.36,moderate rain
539,Rensvik,NO,63.1,7.8167,35.26,86,100,19.57,overcast clouds
540,Villamontes,BO,-21.25,-63.5,71.33,69,60,1.39,broken clouds
541,Muroto,JP,33.2833,134.15,46.44,65,98,19.04,heavy intensity rain
542,Guaranda,EC,-1.6,-79.0,55.0,97,100,3.04,light rain
543,Kawerau,NZ,-38.1,176.7,74.23,52,19,1.99,few clouds
544,Nishihara,JP,26.1842,127.7558,64.06,88,75,26.46,broken clouds
545,Mitsamiouli,KM,-11.3847,43.2844,80.92,79,2,5.88,clear sky
546,Vestmanna,FO,62.1564,-7.1664,32.92,60,100,12.66,overcast clouds
547,Port-Gentil,GA,-0.7193,8.7815,80.76,77,100,7.2,overcast clouds
548,Niamey,NE,13.5137,2.1098,77.29,18,2,2.3,dust
549,Bandarbeyla,SO,9.4942,50.8122,73.89,72,20,12.46,few clouds
550,Nantucket,US,41.2835,-70.0995,36.14,89,100,20.11,snow
551,Aklavik,CA,68.2191,-135.0107,-26.57,97,100,9.35,light snow
552,Janakkala,FI,60.9,24.6,35.67,97,100,10.09,overcast clouds
553,Kirkwall,GB,58.9848,-2.9587,41.05,93,100,8.05,overcast clouds
554,Nabinagar,BD,23.8917,90.9733,60.87,74,0,5.95,clear sky
555,Millau,FR,44.0833,2.9167,48.4,93,100,11.05,overcast clouds
556,Gusau,NG,12.1628,6.6614,71.49,14,2,9.82,clear sky
557,Erenhot,CN,43.6475,111.9767,-8.63,95,12,1.05,few clouds
558,Orange Cove,US,36.6244,-119.3137,81.61,29,3,3.4,clear sky
559,Labuhan,ID,-6.8844,112.2051,76.39,90,100,5.75,light rain
560,Sibolga,ID,1.7427,98.7792,75.22,88,77,3.62,broken clouds
561,Scarborough,GB,54.2797,-0.4044,46.65,87,100,5.99,overcast clouds
562,Shaoyang,CN,27.2315,111.4525,38.26,91,37,1.83,scattered clouds
563,Iracoubo,GF,5.4802,-53.2011,76.23,90,66,8.57,broken clouds
564,Pingshan,CN,22.9938,114.7131,55.89,84,87,7.0,overcast clouds
565,Bull Savanna,JM,17.8868,-77.5902,75.33,74,39,8.23,scattered clouds
566,Netrakona,BD,24.8833,90.7167,54.95,71,0,5.17,clear sky
567,Fuxin,CN,42.0156,121.6589,8.17,82,100,11.52,overcast clouds
568,Luba,GQ,3.4568,8.5547,80.15,83,100,7.36,light rain
569,Filingue,NE,14.3521,3.3168,73.94,11,2,5.35,clear sky
570,Leshukonskoye,RU,64.8989,45.7622,-0.74,98,83,4.99,broken clouds
571,Sandakan,MY,5.8402,118.1179,78.48,89,20,3.44,few clouds
572,Zhangye,CN,38.9342,100.4517,24.94,76,100,10.2,overcast clouds
573,Daru,PG,-9.0763,143.2092,85.03,62,33,10.67,scattered clouds
574,Katherine,AU,-14.4667,132.2667,84.52,65,0,0.0,clear sky
575,Bacong,PH,9.2464,123.2956,78.84,87,100,9.73,overcast clouds
576,Anqiu,CN,36.4342,119.1925,30.29,83,92,13.73,overcast clouds
577,Kahului,US,20.8947,-156.47,80.62,65,40,16.11,scattered clouds
578,Kamenka,RU,51.3223,42.7678,5.88,97,19,6.31,few clouds
579,Taksimo,RU,56.3444,114.8794,-27.24,91,24,1.34,few clouds
580,Novikovo,RU,51.1537,37.8879,12.24,93,25,5.55,scattered clouds
581,Bose,IT,45.4612,8.0137,40.24,69,91,1.19,overcast clouds
582,Naldurg,IN,17.8167,76.3,67.12,32,16,8.86,few clouds
583,Soyo,AO,-6.1349,12.3689,78.44,87,95,6.02,overcast clouds
584,Kirkenaer,NO,60.4564,12.0582,38.68,98,100,7.67,light rain
585,Tweed,CA,44.4751,-77.3162,9.14,73,99,5.55,overcast clouds
586,Cornelio Procopio,BR,-23.1811,-50.6467,83.03,81,19,2.08,few clouds
587,Zabol,AF,32.25,67.25,40.86,48,99,5.21,overcast clouds
588,Molokovo,RU,58.1661,36.7628,24.94,88,100,11.18,snow
589,Turukhansk,RU,65.8167,87.9833,-6.77,89,45,11.68,scattered clouds
590,Sept-Iles,CA,50.2001,-66.3821,-2.94,72,20,4.61,few clouds
591,Contamana,PE,-7.3333,-75.0167,73.71,96,100,2.59,light rain
592,Bucksport,US,44.5737,-68.7956,21.07,44,99,8.52,overcast clouds
593,Luganville,VU,-15.5333,167.1667,83.34,79,100,9.95,overcast clouds
594,Doha,QA,25.2867,51.5333,62.58,65,0,10.36,clear sky
595,Sarkand,KZ,45.41,79.9186,25.59,77,100,5.17,overcast clouds
596,Batagay,RU,67.6333,134.6333,-21.33,92,99,2.93,overcast clouds
597,Changping,CN,40.2186,116.2197,17.24,67,2,7.7,clear sky
598,Piranhas,BR,-16.4269,-51.8222,72.46,94,39,3.2,moderate rain
599,Zabolotovka,RU,50.2737,39.3147,8.89,97,32,4.36,scattered clouds
600,Lerwick,GB,60.1545,-1.1494,41.0,88,100,7.9,overcast clouds
601,Trinidad,BO,-14.8333,-64.9,72.72,87,91,2.26,overcast clouds
602,Tocopilla,CL,-22.092,-70.1979,70.2,72,73,7.45,broken clouds
603,Isangel,VU,-19.55,169.2667,85.01,71,89,10.31,overcast clouds
604,Gambela,ET,8.25,34.5833,81.52,40,50,2.84,scattered clouds
605,Ilulissat,GL,69.2167,-51.1,8.62,72,75,23.02,light shower snow
606,Wamba,NG,8.9333,8.6,74.3,15,47,3.94,scattered clouds
607,Faya,SA,18.3851,42.4509,48.72,57,66,1.19,broken clouds
608,Roebourne,AU,-20.7833,117.1333,89.8,48,49,7.31,scattered clouds
609,Tazovskiy,RU,67.4667,78.7,-8.9,95,51,9.84,broken clouds
610,Saint-Pierre,RE,-21.3393,55.4781,78.48,89,20,17.27,few clouds
611,Homer,US,59.6425,-151.5483,37.8,82,40,5.01,scattered clouds
612,Vanimo,PG,-2.6741,141.3028,80.85,85,92,2.71,overcast clouds
613,Narasapur,IN,16.45,81.6667,65.08,89,8,5.17,clear sky
614,Ambulu,ID,-8.345,113.6058,76.89,89,93,1.7,light rain
615,Xifeng,CN,42.7372,124.7222,10.33,83,100,12.24,light snow
616,Manaus,BR,-3.1019,-60.025,79.3,94,75,2.3,light rain
617,Naples,IT,40.8333,14.25,54.75,83,40,1.99,scattered clouds
618,Poso,ID,-1.3959,120.7524,77.72,81,100,3.96,overcast clouds
619,Launceston,AU,-41.45,147.1667,71.8,69,40,6.91,scattered clouds
620,Denpasar,ID,-8.65,115.2167,80.26,88,20,3.44,few clouds
621,Tigre,AR,-34.426,-58.5796,76.23,48,0,4.61,clear sky
622,Altamirano,MX,16.8833,-92.15,51.08,100,99,4.09,overcast clouds
623,Belmonte,BR,-15.8631,-38.8828,79.3,88,94,6.53,overcast clouds
624,Loralai,PK,30.3705,68.598,46.02,41,41,1.63,scattered clouds
625,Pinhal Novo,PT,38.6311,-8.9138,55.17,87,20,4.61,few clouds
626,Mount Isa,AU,-20.7333,139.5,85.77,54,100,14.97,overcast clouds
627,Mumford,GH,5.2618,-0.759,79.52,85,79,9.22,broken clouds
628,Jevnaker,NO,60.2414,10.385,38.1,99,100,3.24,light rain
629,Del Rio,US,29.3627,-100.8968,68.11,18,0,6.91,clear sky
630,Leh,IN,34.1667,77.5833,0.19,87,84,2.33,broken clouds
631,Omboue,GA,-1.5746,9.2618,78.08,84,97,3.91,overcast clouds
632,Mae Hong Son,TH,19.3003,97.9685,50.14,93,24,2.3,few clouds
633,Janja,BA,44.6653,19.2478,32.67,81,15,3.31,few clouds
634,Biloela,AU,-24.4167,150.5,83.77,44,3,16.8,clear sky
635,Shelburne,CA,44.0787,-80.2041,11.12,78,100,4.34,overcast clouds
636,Kizema,RU,61.113,44.8302,11.35,94,92,6.67,light snow
637,Kudahuvadhoo,MV,2.6708,72.8944,81.36,75,100,8.34,overcast clouds
638,Magdalena,PH,14.1999,121.429,78.19,82,93,5.19,overcast clouds
639,Calvinia,ZA,-31.4707,19.776,71.94,57,26,5.59,scattered clouds
640,Mount Gambier,AU,-37.8333,140.7667,69.78,60,61,8.55,broken clouds
641,Qui Nhon,VN,13.7667,109.2333,75.29,90,97,11.18,overcast clouds
642,Livingston,GB,55.9029,-3.5226,41.18,99,100,1.14,drizzle
643,Singaraja,ID,-8.112,115.0882,79.97,84,100,1.52,light rain
644,Grand-Santi,GF,4.25,-54.3833,72.57,99,52,2.71,moderate rain
645,Cap-Chat,CA,49.1001,-66.6821,-2.2,78,67,8.05,broken clouds
646,Dokka,NO,60.84,10.0618,37.06,97,100,1.07,light rain
647,Juan Lacaze,UY,-34.4342,-57.4381,68.11,53,1,14.72,clear sky
648,Kuytun,RU,54.3419,101.5036,-27.99,100,100,3.13,overcast clouds
649,Inuvik,CA,68.3499,-133.7218,-26.54,75,100,2.3,light snow
650,Porbandar,IN,21.6422,69.6093,66.04,73,0,7.85,clear sky
651,Teya,RU,60.3778,92.6267,-21.91,100,22,3.42,few clouds
652,Cagliari,IT,39.245,9.0912,49.91,81,40,15.99,mist
653,Soe,ID,-9.8607,124.284,73.13,73,69,3.36,broken clouds
654,Catuday,PH,16.2923,119.8062,77.63,79,55,9.78,broken clouds
655,Ixtapa,MX,20.7,-105.2,76.23,65,75,3.44,broken clouds
656,Minab,IR,27.1467,57.0801,60.3,57,52,11.3,broken clouds
657,Kirakira,SB,-10.4544,161.9205,79.18,88,97,6.11,overcast clouds
658,Thunder Bay,CA,48.4001,-89.3168,2.55,67,75,1.14,broken clouds
659,Wenling,CN,28.3669,121.36,47.91,83,75,10.4,broken clouds
660,Santa Maria,BR,-29.6842,-53.8069,65.28,34,0,3.27,clear sky
661,Te Anau,NZ,-45.4167,167.7167,64.27,49,64,1.07,broken clouds
662,Ola,RU,59.5833,151.2833,1.06,74,84,9.08,broken clouds
663,Strezhevoy,RU,60.7333,77.5889,-5.03,95,98,9.4,overcast clouds
664,Kodar,IN,16.9833,79.9667,65.59,95,6,4.0,clear sky
665,Soroti,UG,1.7146,33.6111,72.16,45,98,2.28,overcast clouds
666,Auki,SB,-8.7676,160.7034,77.47,90,100,4.54,overcast clouds
667,Sur,OM,22.5667,59.5289,70.83,68,0,11.83,clear sky
668,La Libertad,EC,-2.2333,-80.9,80.26,65,0,9.22,clear sky
669,Uyuni,BO,-20.4597,-66.825,56.8,53,74,15.43,broken clouds
670,Trelew,AR,-43.249,-65.3051,80.67,20,1,20.98,clear sky
671,Killybegs,IE,54.6333,-8.45,41.45,87,100,13.87,moderate rain
672,Chuguyevka,RU,44.1653,133.8633,2.77,94,100,0.38,overcast clouds
673,Kimberley,ZA,-28.7323,24.7623,60.49,77,2,3.44,clear sky
674,Cam Ranh,VN,11.9214,109.1591,76.96,83,40,5.75,scattered clouds
675,Rapid City,US,44.0805,-103.231,49.3,37,0,19.57,clear sky
676,Paamiut,GL,61.994,-49.6678,12.0,86,100,18.14,light snow
677,Bielsk Podlaski,PL,52.7651,23.1865,29.01,66,6,11.92,clear sky
678,Cayenne,GF,4.9333,-52.3333,80.1,85,0,5.01,clear sky
679,Santiago Del Estero,AR,-27.7951,-64.2615,72.59,34,0,7.9,clear sky
680,Baherden,TM,38.4362,57.4316,40.37,92,50,12.8,scattered clouds
681,Ardakan,IR,32.31,54.0175,41.38,46,0,5.88,clear sky
682,Gupitan,PH,7.7758,125.6406,77.02,86,95,4.79,overcast clouds
683,Gondanglegi,ID,-7.7479,112.0132,74.16,95,100,4.41,light rain
684,Danilovka,RU,50.3557,44.1168,8.91,97,32,5.79,scattered clouds
685,Mezen,RU,65.8522,44.24,2.44,94,79,7.27,broken clouds
686,Zeya,RU,53.75,127.2667,3.67,83,100,4.14,overcast clouds
687,Itarema,BR,-2.9248,-39.9167,79.68,80,12,14.03,few clouds
688,Beloha,MG,-25.1667,45.05,74.12,89,12,8.3,few clouds
689,Naze,JP,28.3667,129.4833,56.32,86,100,18.48,light rain
690,Hofn,IS,64.2539,-15.2082,22.33,64,16,9.17,few clouds
691,Atar,MR,20.5169,-13.0499,66.47,20,88,7.31,overcast clouds
692,Chitral,PK,35.8462,71.7858,34.83,82,100,5.32,overcast clouds
693,Palana,RU,59.1167,159.9667,1.72,85,94,6.64,overcast clouds
694,Shu,KZ,43.5983,73.7614,28.83,88,100,0.89,snow
695,Naryan-Mar,RU,67.6713,53.087,-1.7,98,49,9.13,scattered clouds
696,Ucluelet,CA,48.9329,-125.5528,50.09,69,99,8.75,overcast clouds
697,Junin,AR,-34.5838,-60.9433,62.78,47,0,2.01,clear sky
698,Macas,EC,-2.3167,-78.1167,69.13,96,98,1.36,light rain
699,Nyagan,RU,62.1406,65.3936,-13.86,100,96,1.61,overcast clouds
700,Sinnamary,GF,5.3833,-52.95,76.48,90,76,9.06,broken clouds
701,Kodinsk,RU,58.6881,99.1844,-22.99,100,39,3.27,scattered clouds
702,Cabedelo,BR,-6.9811,-34.8339,83.07,76,6,11.36,clear sky
703,Fort Smith,US,35.3859,-94.3986,48.24,33,0,9.22,clear sky
704,Cadillac,US,44.2519,-85.4012,8.94,43,0,0.0,clear sky
705,Maun,BW,-19.9833,23.4167,69.13,77,6,2.21,clear sky
706,Camopi,GF,3.1655,-52.3158,73.0,99,99,2.57,overcast clouds
707,Gursahaiganj,IN,27.1167,79.7167,52.21,66,0,0.51,clear sky
708,Guatire,VE,10.4762,-66.5427,68.02,94,74,2.62,broken clouds
709,Newport,GB,51.5877,-2.9984,47.44,85,100,1.99,overcast clouds
710,Buala,SB,-8.145,159.5921,81.97,79,95,7.9,light rain
711,Ilinge,ZA,-31.9768,27.0427,63.5,93,83,5.35,light rain
712,Katav-Ivanovsk,RU,54.7531,58.1956,9.41,98,100,2.93,overcast clouds
